aircraft_id,flight_number,departure_airport,arrival_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_duration,altitude,speed,heading,fuel_consumption,passenger_count,cargo_weight,weather_conditions,maintenance_status,incident_reported,sensor_data
4073,DL2895,DFW,MIA,2023-06-09 05:34:00,2023-04-22 23:33:00,2023-10-28 15:29:00,2023-11-02 06:41:00,276,38444,460.412100366959,313,4985.337350508989,60,19580.406796381525,Icing,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1073.0591517817825}, 'cabin_pressure': {'unit': 'Pascal', 'value': 76572.73208179715}, 'vibration_level': {'unit': 'G-force', 'value': 0.8097878592090992}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4580.091063924874}}"
2021,UA4863,DFW,LAX,2023-08-01 11:39:00,2023-04-17 02:55:00,2023-05-22 23:45:00,2023-08-23 10:53:00,348,35784,546.3916135171269,64,2473.2381220273933,61,41783.13114800761,Icing,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1074.282806838171}, 'cabin_pressure': {'unit': 'Pascal', 'value': 81727.02994208898}, 'vibration_level': {'unit': 'G-force', 'value': 1.2966813971913722}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4500.935797584998}}"
4843,UA8455,DEN,SEA,2023-06-05 09:45:00,2023-07-05 00:21:00,2023-04-16 03:36:00,2023-06-10 15:53:00,161,25398,570.2348521705542,12,2794.4425238181702,123,11386.810669059332,Rainy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1024.9748199213998}, 'cabin_pressure': {'unit': 'Pascal', 'value': 80717.45983143749}, 'vibration_level': {'unit': 'G-force', 'value': 1.3328303767882712}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5812.174120962522}}"
8989,DL2686,ORD,CLT,2023-08-07 08:08:00,2023-11-29 04:20:00,2023-05-19 17:00:00,2023-09-12 09:52:00,326,31726,534.2849339061229,212,3888.283752810948,57,33312.27340333958,Rainy,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 902.4313542954774}, 'cabin_pressure': {'unit': 'Pascal', 'value': 81740.19919058793}, 'vibration_level': {'unit': 'G-force', 'value': 0.551835799119729}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5097.717330154712}}"
7873,UA8806,DFW,ORD,2023-12-10 06:31:00,2023-06-23 19:19:00,2023-12-20 01:00:00,2023-03-11 18:10:00,273,33735,561.9059951536883,241,4544.783121860299,201,49817.5006476524,Rainy,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 957.5265458087356}, 'cabin_pressure': {'unit': 'Pascal', 'value': 78067.76599522142}, 'vibration_level': {'unit': 'G-force', 'value': 0.8529585034523566}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5242.5848980992205}}"
6675,DL2409,SFO,DFW,2023-02-26 05:01:00,2023-05-18 11:35:00,2023-01-22 07:34:00,2023-06-30 10:44:00,238,16638,553.3312270400812,212,3372.1773367471365,90,44227.84375350158,Foggy,Unscheduled Maintenance,True,"{'engine_temperature': {'unit': 'Celsius', 'value': 966.8099931337538}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82326.99050590281}, 'vibration_level': {'unit': 'G-force', 'value': 0.9045273855738697}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4136.706400619917}}"
1161,UA1784,DFW,DEN,2023-10-19 01:05:00,2023-04-23 21:51:00,2023-12-22 12:03:00,2023-10-08 03:11:00,147,16570,429.9407935913915,180,2566.1027927113173,213,30857.82756174358,Snowy,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1056.7519684968215}, 'cabin_pressure': {'unit': 'Pascal', 'value': 77857.58324592706}, 'vibration_level': {'unit': 'G-force', 'value': 0.9327668795992626}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5370.887766443803}}"
5297,AA8560,DFW,CLT,2023-03-21 08:54:00,2023-01-12 17:55:00,2023-03-24 13:15:00,2023-01-28 09:24:00,100,13249,484.7889625826604,337,2650.487363394495,134,12545.636371465695,Cloudy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 966.4912314297424}, 'cabin_pressure': {'unit': 'Pascal', 'value': 75565.85656146715}, 'vibration_level': {'unit': 'G-force', 'value': 0.8739210470128136}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5888.897165388607}}"
1995,DL8343,DFW,DEN,2023-12-21 06:51:00,2023-11-06 09:45:00,2023-09-26 16:38:00,2023-02-18 09:12:00,135,19110,430.5967601657125,172,3782.4725859872274,121,43254.940575428394,Rainy,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1028.3468794597115}, 'cabin_pressure': {'unit': 'Pascal', 'value': 81714.79148667207}, 'vibration_level': {'unit': 'G-force', 'value': 1.13228215363764}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4397.984277918874}}"
8629,DL6596,CLT,ATL,2023-11-20 02:10:00,2023-01-29 00:23:00,2023-11-07 19:32:00,2023-04-20 10:53:00,105,17595,447.047116960397,159,1012.8730544171148,104,33959.14032708842,Windy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 983.666772820456}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82509.39798363319}, 'vibration_level': {'unit': 'G-force', 'value': 0.6013728975531591}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4555.705552179425}}"
2016,UA3806,CLT,ORD,2023-01-12 12:49:00,2023-05-07 23:33:00,2023-06-23 00:43:00,2023-06-04 00:06:00,219,23605,573.8519249302105,163,3478.3573498393625,186,14597.319882382673,Windy,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 955.2638216931707}, 'cabin_pressure': {'unit': 'Pascal', 'value': 79320.18927594506}, 'vibration_level': {'unit': 'G-force', 'value': 1.480368740942185}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4135.005093367644}}"
8869,UA6986,ORD,ATL,2023-10-28 04:45:00,2023-11-05 09:38:00,2023-02-14 07:27:00,2023-12-06 14:34:00,139,22115,494.57839312663646,187,2421.97204176543,96,13754.291392934249,Rainy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1003.740198876119}, 'cabin_pressure': {'unit': 'Pascal', 'value': 76793.6468201221}, 'vibration_level': {'unit': 'G-force', 'value': 1.4706765454097441}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4226.607009454929}}"
7439,UA9716,JFK,JFK,2023-08-13 07:01:00,2023-10-21 10:51:00,2023-08-14 20:08:00,2023-02-24 05:12:00,145,16294,507.0716203685322,190,4176.789325108337,192,46385.0727774637,Icing,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 980.7202004723183}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82378.84984834606}, 'vibration_level': {'unit': 'G-force', 'value': 1.2045544280274454}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4845.457273787864}}"
8892,UA3950,DFW,ATL,2023-12-30 20:27:00,2023-01-31 16:58:00,2023-06-07 08:17:00,2023-01-06 07:18:00,151,32911,435.6891930455544,307,1371.9625592925286,225,36768.01051752314,Rainy,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 969.3048335905437}, 'cabin_pressure': {'unit': 'Pascal', 'value': 78976.1237855287}, 'vibration_level': {'unit': 'G-force', 'value': 0.7642762631586393}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4410.665877413599}}"
7863,AA5780,MIA,JFK,2023-11-04 05:21:00,2023-08-21 09:58:00,2023-09-03 16:06:00,2023-07-26 07:16:00,207,15757,462.4543572097592,255,3352.809067793562,153,43171.471972670224,Cloudy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 996.607939511778}, 'cabin_pressure': {'unit': 'Pascal', 'value': 77685.33756067607}, 'vibration_level': {'unit': 'G-force', 'value': 0.7874616648972501}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5313.512126949114}}"
8916,AA7655,JFK,JFK,2023-03-14 02:54:00,2023-12-30 00:49:00,2023-11-19 12:42:00,2023-09-18 09:09:00,220,22595,446.049233685574,182,2923.891559544495,91,45159.156011290695,Rainy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1093.7074663399785}, 'cabin_pressure': {'unit': 'Pascal', 'value': 81036.37200559374}, 'vibration_level': {'unit': 'G-force', 'value': 0.5769794670649663}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4151.167227708134}}"
9529,UA5495,ORD,CLT,2023-08-30 17:44:00,2023-12-05 13:21:00,2023-03-24 18:52:00,2023-10-20 11:44:00,261,11969,441.23723290368525,116,3569.3021036209097,109,32870.894081932885,Cloudy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1090.284644169113}, 'cabin_pressure': {'unit': 'Pascal', 'value': 77972.90790307334}, 'vibration_level': {'unit': 'G-force', 'value': 0.5920669860824754}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5198.089174300763}}"
1878,UA7002,ATL,DEN,2023-05-11 16:42:00,2023-05-29 06:44:00,2023-11-14 23:54:00,2023-02-23 11:31:00,301,20985,527.592158663194,281,1259.4143779318733,247,30697.85407020165,Windy,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1024.7297556580531}, 'cabin_pressure': {'unit': 'Pascal', 'value': 81485.04820118689}, 'vibration_level': {'unit': 'G-force', 'value': 0.7674020278575413}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4030.22136842895}}"
5887,DL6919,JFK,DFW,2023-02-08 22:38:00,2023-09-20 08:10:00,2023-06-21 04:21:00,2023-08-03 12:02:00,61,27275,451.37676952914296,195,3319.9351497125253,61,27217.096412839608,Rainy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1093.0030738908945}, 'cabin_pressure': {'unit': 'Pascal', 'value': 77508.93045691102}, 'vibration_level': {'unit': 'G-force', 'value': 1.1760262880525474}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5413.259739757419}}"
5859,DL1853,JFK,ATL,2023-12-04 07:37:00,2023-03-22 08:55:00,2023-02-17 21:14:00,2023-04-18 07:44:00,284,14470,526.4030972040837,33,3245.938351838095,179,22677.86351164477,Foggy,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1022.0014834158972}, 'cabin_pressure': {'unit': 'Pascal', 'value': 78129.07394213649}, 'vibration_level': {'unit': 'G-force', 'value': 0.7710962537640658}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5195.336565405406}}"
7331,DL4769,SEA,ORD,2023-05-31 01:41:00,2023-03-14 05:00:00,2023-02-19 23:25:00,2023-01-21 00:37:00,348,33559,411.6909228217108,51,3242.640377664684,56,27383.838434348472,Turbulence,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1073.2191267223384}, 'cabin_pressure': {'unit': 'Pascal', 'value': 84467.33728923395}, 'vibration_level': {'unit': 'G-force', 'value': 0.6059058044037576}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4309.657225195439}}"
9571,DL2148,LAX,JFK,2023-12-17 20:46:00,2023-06-13 20:37:00,2023-05-25 17:24:00,2023-01-23 12:47:00,292,20225,428.3548787054204,111,3413.950666385819,129,40955.18622920626,Foggy,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1088.947251756616}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82365.35228334792}, 'vibration_level': {'unit': 'G-force', 'value': 1.382993824829773}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4405.265268270687}}"
9684,UA7457,SEA,DEN,2023-05-03 10:54:00,2023-09-07 08:36:00,2023-10-24 14:05:00,2023-08-01 08:12:00,136,19556,454.9080508000251,251,3705.871748905449,180,34076.937240605264,Windy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1017.5171742218804}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82011.39594417474}, 'vibration_level': {'unit': 'G-force', 'value': 1.1801118854469728}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4816.303381733396}}"
8208,UA8509,SFO,LAX,2023-07-26 06:45:00,2023-06-08 05:52:00,2023-10-08 14:03:00,2023-03-12 18:45:00,175,34704,519.4093833791384,81,4219.955998723079,158,45700.93159819384,Cloudy,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 903.0789783382617}, 'cabin_pressure': {'unit': 'Pascal', 'value': 80829.26056804263}, 'vibration_level': {'unit': 'G-force', 'value': 0.7531015391796088}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4900.50849228578}}"
6276,AA5777,CLT,SEA,2023-12-28 02:38:00,2023-12-25 05:09:00,2023-01-12 19:23:00,2023-07-02 20:19:00,213,19206,535.1682490174752,231,2079.2828805128574,52,27735.20057516751,Foggy,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1091.5162030167635}, 'cabin_pressure': {'unit': 'Pascal', 'value': 78990.35317642435}, 'vibration_level': {'unit': 'G-force', 'value': 1.3398016066644267}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4377.081211498502}}"
3062,UA4854,CLT,CLT,2023-03-08 23:18:00,2023-07-22 11:26:00,2023-10-15 14:16:00,2023-05-16 01:05:00,162,19991,488.54339335590544,226,4300.197640720248,76,34283.58314875016,Cloudy,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1034.4920996050057}, 'cabin_pressure': {'unit': 'Pascal', 'value': 84770.06954438944}, 'vibration_level': {'unit': 'G-force', 'value': 0.6018931008729368}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4016.639884454384}}"
1064,UA3491,LAX,DFW,2023-09-20 13:38:00,2023-10-19 20:44:00,2023-10-01 09:19:00,2023-03-27 13:53:00,253,33196,489.15818291544576,232,2993.0227290538146,163,35252.30212367955,Foggy,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 986.7165585265229}, 'cabin_pressure': {'unit': 'Pascal', 'value': 75926.25483051367}, 'vibration_level': {'unit': 'G-force', 'value': 1.2483843496762312}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5829.097327697118}}"
9006,AA4124,DEN,SFO,2023-03-28 15:49:00,2023-03-20 14:23:00,2023-02-27 05:39:00,2023-04-28 01:45:00,225,17519,544.9033702797236,220,1308.2331165373246,156,33667.88649225302,Foggy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 986.8041945417517}, 'cabin_pressure': {'unit': 'Pascal', 'value': 77587.11642155441}, 'vibration_level': {'unit': 'G-force', 'value': 0.9344033190066098}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5446.8956357000025}}"
3568,AA6222,DEN,CLT,2023-12-29 06:10:00,2023-02-13 10:00:00,2023-03-19 22:20:00,2023-11-26 22:24:00,149,23669,403.1642183531165,41,1234.203716975917,89,38105.35092342066,Cloudy,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 901.8108323160742}, 'cabin_pressure': {'unit': 'Pascal', 'value': 80894.53989484697}, 'vibration_level': {'unit': 'G-force', 'value': 1.113291684887379}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5275.376493791871}}"
6463,UA1876,ORD,LAX,2023-11-03 06:19:00,2023-11-30 04:29:00,2023-05-25 06:43:00,2023-10-19 20:05:00,233,14612,468.2180048948441,20,2336.953274784243,210,19497.33873499225,Snowy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 948.4044159961754}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82140.52723378126}, 'vibration_level': {'unit': 'G-force', 'value': 0.5913914863317764}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4398.540672933602}}"
3027,UA5142,LAX,SEA,2023-12-04 14:21:00,2023-10-07 11:24:00,2023-04-05 20:37:00,2023-01-19 18:43:00,181,36094,563.7414114238466,41,4139.58790844587,178,30494.551101831625,Foggy,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1075.4940093308965}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82387.23150726566}, 'vibration_level': {'unit': 'G-force', 'value': 0.5137455540113453}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4496.7525207396}}"
3695,DL7966,JFK,LAX,2023-01-07 14:28:00,2023-07-02 02:15:00,2023-10-13 15:58:00,2023-08-20 10:52:00,202,22373,520.6438820426745,112,3830.723738963663,57,14168.992112333908,Rainy,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 942.881296598633}, 'cabin_pressure': {'unit': 'Pascal', 'value': 77708.06328036972}, 'vibration_level': {'unit': 'G-force', 'value': 0.7475597702798864}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4125.052591485692}}"
6258,AA5465,DEN,ATL,2023-10-19 12:01:00,2023-02-06 07:42:00,2023-03-25 03:53:00,2023-08-14 07:30:00,165,27582,467.4454265510841,104,4154.459858689626,150,25380.4531057925,Turbulence,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 991.788103319364}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82327.33474786165}, 'vibration_level': {'unit': 'G-force', 'value': 1.1067317247174364}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5345.74333719616}}"
6618,UA2693,DFW,JFK,2023-01-12 04:42:00,2023-12-03 09:11:00,2023-12-13 01:46:00,2023-10-16 19:20:00,182,38449,581.1049584659347,191,3069.0762257664373,209,29506.682744850576,Windy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 916.2298357072478}, 'cabin_pressure': {'unit': 'Pascal', 'value': 84514.90710176787}, 'vibration_level': {'unit': 'G-force', 'value': 1.3384918338430247}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5610.180636991326}}"
7736,DL5752,MIA,DFW,2023-05-11 03:14:00,2023-01-15 04:41:00,2023-10-16 18:13:00,2023-07-22 09:28:00,68,25552,554.5245454898766,16,2760.795991821962,173,36088.9703818189,Snowy,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1064.5967610083535}, 'cabin_pressure': {'unit': 'Pascal', 'value': 84327.10508132761}, 'vibration_level': {'unit': 'G-force', 'value': 1.0442539661136978}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4400.564035735251}}"
1391,DL6177,JFK,MIA,2023-01-28 22:02:00,2023-02-18 10:14:00,2023-03-19 17:05:00,2023-10-01 14:50:00,321,24646,452.97908944734667,119,1589.8101068251358,225,48021.24210344814,Cloudy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1023.3567215705082}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82428.8149366794}, 'vibration_level': {'unit': 'G-force', 'value': 1.2379173933540253}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5042.89804833376}}"
6892,DL9932,SFO,JFK,2023-03-04 11:41:00,2023-04-14 17:07:00,2023-05-10 12:58:00,2023-09-13 18:26:00,132,15238,529.0579675051433,128,2312.771014437246,156,34026.04266193423,Snowy,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 913.6917438667156}, 'cabin_pressure': {'unit': 'Pascal', 'value': 78711.12938430128}, 'vibration_level': {'unit': 'G-force', 'value': 1.4207666084633574}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5168.897819514852}}"
4561,UA9308,DFW,MIA,2023-12-26 03:22:00,2023-06-23 19:13:00,2023-06-23 15:49:00,2023-07-12 08:56:00,282,25577,519.1501456377913,129,2736.077464695501,150,39743.75664706239,Clear,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1007.6663886511427}, 'cabin_pressure': {'unit': 'Pascal', 'value': 77688.53514382194}, 'vibration_level': {'unit': 'G-force', 'value': 0.8684489199165789}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5790.692178306339}}"
7184,UA3838,DFW,SEA,2023-07-09 21:06:00,2023-05-29 05:31:00,2023-11-12 12:00:00,2023-12-14 16:00:00,100,37050,480.23758280779657,59,1354.401718718469,53,30250.64237980811,Clear,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1033.2926095053672}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82873.87026752334}, 'vibration_level': {'unit': 'G-force', 'value': 0.9543454230676551}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5260.494438912316}}"
4099,DL8560,LAX,DEN,2023-08-21 23:31:00,2023-01-18 08:54:00,2023-06-14 16:42:00,2023-04-13 12:51:00,263,32473,473.3912158409601,47,1882.447810844845,247,35364.16125505325,Foggy,Scheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 949.6767217486415}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82054.60830283487}, 'vibration_level': {'unit': 'G-force', 'value': 0.9276013337033373}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4885.0910296294915}}"
7278,AA2664,ORD,SFO,2023-08-26 09:14:00,2023-04-18 20:16:00,2023-06-10 00:12:00,2023-03-07 15:43:00,323,38061,468.7120949551408,28,3392.9011762549553,159,12837.288645350938,Foggy,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1029.8644649153764}, 'cabin_pressure': {'unit': 'Pascal', 'value': 84362.80621468926}, 'vibration_level': {'unit': 'G-force', 'value': 0.5640063466086209}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5649.486474694015}}"
9392,UA1512,SFO,ORD,2023-04-20 02:45:00,2023-08-23 00:54:00,2023-05-05 13:08:00,2023-05-02 20:32:00,237,32641,523.4311566791293,96,3942.6524569567596,68,20175.66323367388,Rainy,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 958.4766220824387}, 'cabin_pressure': {'unit': 'Pascal', 'value': 79439.19454506377}, 'vibration_level': {'unit': 'G-force', 'value': 0.521913328775009}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4602.092155668626}}"
4104,DL8805,DEN,JFK,2023-05-16 06:10:00,2023-10-23 11:28:00,2023-05-11 20:21:00,2023-08-13 04:31:00,143,38625,488.48198729613387,9,4993.3900455717985,81,24474.123728205548,Turbulence,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1000.526248526026}, 'cabin_pressure': {'unit': 'Pascal', 'value': 75561.7607734744}, 'vibration_level': {'unit': 'G-force', 'value': 0.9910957293831651}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5854.221257716855}}"
8215,UA1559,LAX,DFW,2023-03-23 06:39:00,2023-01-17 04:58:00,2023-11-19 14:25:00,2023-02-25 16:21:00,170,25504,566.3726226502844,241,4732.45332537423,186,28899.734200260544,Windy,Grounded,True,"{'engine_temperature': {'unit': 'Celsius', 'value': 921.078643621561}, 'cabin_pressure': {'unit': 'Pascal', 'value': 82644.40728075504}, 'vibration_level': {'unit': 'G-force', 'value': 0.9096710533759926}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5310.347429048676}}"
3454,AA8404,DEN,LAX,2023-09-18 22:49:00,2023-09-20 18:54:00,2023-10-29 08:12:00,2023-09-29 18:25:00,310,34089,533.9205232267924,313,3570.260798140766,61,11825.94982009535,Snowy,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 952.0473195970459}, 'cabin_pressure': {'unit': 'Pascal', 'value': 76594.92262541359}, 'vibration_level': {'unit': 'G-force', 'value': 0.6604626142712264}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4140.98389128629}}"
9996,AA4343,LAX,DFW,2023-08-16 11:57:00,2023-06-13 16:21:00,2023-05-12 15:41:00,2023-03-16 06:41:00,66,13719,413.98632114188683,231,2684.992213176288,188,15600.963902132708,Clear,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 937.1293409802486}, 'cabin_pressure': {'unit': 'Pascal', 'value': 81642.19384988968}, 'vibration_level': {'unit': 'G-force', 'value': 1.3816906118435082}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 5628.251371182324}}"
3731,AA5070,LAX,SEA,2023-11-29 17:12:00,2023-01-09 00:09:00,2023-10-14 10:08:00,2023-07-19 07:08:00,143,10302,528.0336447656332,276,3544.709458832931,95,21072.57231165223,Foggy,Operational,True,"{'engine_temperature': {'unit': 'Celsius', 'value': 1037.0268619748967}, 'cabin_pressure': {'unit': 'Pascal', 'value': 76104.31863411103}, 'vibration_level': {'unit': 'G-force', 'value': 0.7891874462959498}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4619.613750644938}}"
9154,DL1580,LAX,MIA,2023-09-02 06:31:00,2023-01-05 12:32:00,2023-07-04 03:23:00,2023-11-26 20:49:00,267,22144,454.22948730003696,283,4142.606472320927,168,48861.307636042024,Icing,Unscheduled Maintenance,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 949.9913892795242}, 'cabin_pressure': {'unit': 'Pascal', 'value': 80150.05659709722}, 'vibration_level': {'unit': 'G-force', 'value': 1.0355538148796726}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4713.77195034222}}"
6056,UA8004,ORD,LAX,2023-12-04 01:34:00,2023-04-25 18:36:00,2023-01-22 12:33:00,2023-02-13 12:55:00,81,39259,518.5623983306846,202,1473.3447636935493,65,23253.88028412203,Icing,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 970.7578317472872}, 'cabin_pressure': {'unit': 'Pascal', 'value': 83285.55597906081}, 'vibration_level': {'unit': 'G-force', 'value': 1.2892928483196857}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4615.591663361492}}"
9110,DL9130,LAX,ORD,2023-05-25 12:13:00,2023-04-21 09:36:00,2023-12-29 14:41:00,2023-11-14 10:38:00,62,27370,536.0263862206903,246,2639.619558785153,178,29281.642324483302,Windy,Operational,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1082.7576887746518}, 'cabin_pressure': {'unit': 'Pascal', 'value': 84528.15017002507}, 'vibration_level': {'unit': 'G-force', 'value': 0.8267425420300408}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4708.849897586109}}"
4840,UA2679,ATL,ORD,2023-10-08 05:12:00,2023-10-01 12:21:00,2023-12-09 17:05:00,2023-10-08 00:16:00,186,20055,446.1658378308024,289,4359.209142542469,112,17843.90850953572,Snowy,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 1001.1268306843917}, 'cabin_pressure': {'unit': 'Pascal', 'value': 84411.20812533674}, 'vibration_level': {'unit': 'G-force', 'value': 1.3763194331423114}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4205.135925167179}}"
2028,DL8253,MIA,JFK,2023-04-11 03:34:00,2023-07-01 20:54:00,2023-06-09 10:27:00,2023-10-15 17:31:00,356,14440,491.3717289760737,263,2535.331807732176,158,34431.202843030725,Foggy,Grounded,False,"{'engine_temperature': {'unit': 'Celsius', 'value': 978.5461486542832}, 'cabin_pressure': {'unit': 'Pascal', 'value': 80533.71189749772}, 'vibration_level': {'unit': 'G-force', 'value': 1.00313247255154}, 'fuel_level': {'unit': 'Gallons/Liters', 'value': 4387.726135873785}}"
